Time,Clean signal amplitude,Noise signal amplitude
0,2.99792836056017,2.89337463527077
0.00200019049433279,2.08054717518272,2.03703316601481
0.00400038098866559,0.880989741282455,1.8599580811891
0.00600057148299838,1.15725193727344,0.809290275646639
0.00800076197733117,2.16049177406506,1.8098142077168
0.010000952471664,1.87337479047319,1.57110254279758
0.0120011429659968,0.315303009680361,0.0943616781184762
0.0140013334603296,-0.458511537665396,-1.9360023477997
0.0160015239546623,0.336258433742301,0.962211805997961
0.0180017144489951,0.97119012147754,0.982248048607614
0.0200019049433279,0.0417938204178291,0.249250140726324
0.0220020954376607,-1.22860343846144,-1.24967659187674
0.0240022859319935,-0.960274169880858,-1.45922788261129
0.0260024764263263,0.338647195497813,0.430894091891085
0.0280026669206591,0.597046320375317,2.11500496589017
0.0300028574149919,-0.466905651178065,-0.127095605431808
0.0320030479093247,-0.907193927491161,-0.919406562265404
0.0340032384036575,0.267471687221671,1.41343597330604
0.0360034288979903,1.45758325725941,2.05866530979285
0.0380036193923231,1.03700969865075,0.857425997736487
0.0400038098866559,-0.0419947316406238,-0.456702387014702
0.0420040003809887,0.177084423182366,-0.332370713403475
0.0440041908753215,1.45986951208366,1.02551672028656
0.0460043813696543,1.74496134315921,0.37648289645022
0.048004571863987,0.474117867543133,0.145653073528655
0.0500047623583198,-0.506351517241963,-1.23249208093443
0.0520049528526526,0.0717553381454475,3.06391952976031
0.0540051433469854,0.863207131140413,-0.33178480155707
0.0560053338413182,0.11078575227144,-0.0614885777559643
0.058005524335651,-1.48475506355833,-2.03114219055151
0.0600057148299838,-1.86835229892311,-1.98664331457
0.0620059053243166,-0.920002067285636,-0.694155579950086
0.0640060958186494,-0.615406219448149,0.374383830833513
0.0660062863129822,-1.80669668186295,-0.672121601288882
0.068006476807315,-2.82734581663061,-3.40872012932907
0.0700066673016478,-2.1697888436229,-2.06424933780345
0.0720068577959806,-0.910607288322999,-1.34082979160591
0.0740070482903134,-0.975136992502214,-1.60874161159634
0.0760072387846462,-2.04618707425205,-1.05026435363074
0.078007429278979,-2.09719594777186,-1.02675338966658
0.0800076197733118,-0.681890203454851,-0.804436711988666
0.0820078102676445,0.320633220342568,0.327634246169197
0.0840080007619773,-0.300275830091547,-0.867462055352984
0.0860081912563101,-1.17289810700309,-0.79059475364718
0.0880083817506429,-0.578819863144105,-1.35597671186397
0.0900085722449757,0.764250296655448,-0.562472868627977
0.0920087627393085,0.841597739702715,1.69152502231846
0.0940089532336413,-0.43376983741687,-0.0982147243324332
0.0960091437279741,-1.08530949957017,-1.04515264494056
0.0980093342223069,-0.235087498837591,0.464765966658449
0.10000952471664,0.508243261138591,0.407033396986823
0.102009715210972,-0.349450339516371,-1.18208308716242
0.104009905705305,-1.77119235862857,-0.777807432279324
0.106010096199638,-1.82111678309934,-3.53102890951173
0.108010286693971,-0.728060471181114,-0.629200003749341
0.110010477188304,-0.487444166115551,1.28258465158652
0.112010667682636,-1.64964127265066,-2.72091854576667
0.114010858176969,-2.42647418622709,-2.42142175875883
0.116011048671302,-1.53349474563013,-2.01962718927104
0.118011239165635,-0.230661686649073,1.07167521583415
0.120011429659968,-0.316991651751195,-0.362194214836788
0.1220116201543,-1.28153108577915,-0.919856645436187
0.124011810648633,-1.14017254914319,-1.43435464895766
0.126012001142966,0.384869641488938,0.215345920909957
0.128012191637299,1.39869102053515,2.98560355073117
0.130012382131632,0.812447418068884,1.48551442165736
0.132012572625964,0.0366526915033785,1.38359318342002
0.134012763120297,0.714552207764452,0.676232120601723
0.13601295361463,2.09883451714916,2.17516957770249
0.138013144108963,2.22250267968841,2.93154137143012
0.140013334603296,1.0006737833354,1.39958888067034
0.142013525097628,0.35941986806008,-0.202692446239453
0.144013715591961,1.19993630603604,0.505076278210755
0.146013906086294,1.99534948410624,1.9311763488788
0.148014096580627,1.22269488353219,1.51335049685347
0.15001428707496,-0.214474755881214,0.0194033256734111
0.152014477569292,-0.384493384499236,-0.119081434339285
0.154014668063625,0.663851029548948,2.07715313431574
0.156014858557958,1.01061543066931,2.29052235054092
0.158015049052291,-0.0946403646833516,0.883290542137425
0.160015239546624,-1.04095889722612,-1.10344735919592
0.162015430040956,-0.372998890746739,0.279565161165603
0.164015620535289,0.936678464993879,-0.504073420894876
0.166015811029622,1.01129604883508,1.40195409709824
0.168016001523955,-0.00695337244822003,-0.814644291574775
0.170016192018287,-0.20196271964123,-1.19782668337166
0.17201638251262,1.10047508206006,0.66018282797957
0.174016573006953,2.2588864821792,3.66012477724538
0.176016763501286,1.84907742489955,3.07609575405212
0.178016953995619,0.850128241463969,1.18435285279137
0.180017144489951,1.09030763457401,2.6455863998876
0.182017334984284,2.38464839305102,2.89737594329967
0.184017525478617,2.81158221674148,2.30769494875271
0.18601771597295,1.68645592393427,1.73673616340047
0.188017906467283,0.616289692931056,0.56243011798045
0.190018096961615,1.01346912858869,0.931793155552002
0.192018287455948,1.92694733522985,2.95942814039419
0.194018477950281,1.53688519623374,1.68393384702652
0.196018668444614,-0.0116581096295699,-1.32865640705737
0.198018858938947,-0.810843220684152,0.671293268507354
0.200019049433279,-0.103986005837027,0.341319288208558
0.202019239927612,0.581716400424844,1.77582807393674
0.204019430421945,-0.18648509670869,0.1340887423659
0.206019620916278,-1.52750945467109,-1.34180417927397
0.208019811410611,-1.59028019005187,-0.234156193507796
0.210020001904943,-0.385084708070408,-1.63341247684373
0.212020192399276,0.238256751689307,-0.329747411241275
0.214020382893609,-0.582258667475067,-0.205274661723174
0.216020573387942,-1.42067795315206,-2.6796215821378
0.218020763882275,-0.765585280698463,-0.477386963486035
0.220020954376607,0.651926558435841,1.09778123432068
0.22202114487094,0.952879264542767,0.793535117530577
0.224021335365273,-0.0535761731236248,-0.309016645911785
0.226021525859606,-0.610720088874546,-1.40313346560139
0.228021716353938,0.289694043469374,-0.119151944152432
0.230021906848271,1.36271043324254,1.79336122617126
0.232022097342604,0.973073750049768,1.26947482284282
0.234022287836937,-0.393012914543581,-1.21708977917329
0.23602247833127,-0.868071120860028,-0.546919736129672
0.238022668825602,-0.0205098540992783,-0.371274221852346
0.240022859319935,0.513650324803519,-0.476701768856583
0.242023049814268,-0.475451673401222,-1.49211659458381
0.244023240308601,-1.92647458012988,-2.70173316273518
0.246023430802934,-2.08521939815623,-1.6900107958047
